interview_number,interview_date,interview_time,respondent_gender,respondent_age,respondent_class,respondent_home,number_alters,alter1_gender,alter1_age,alter1_class,alter1_home,alter1_howclose,alter1_howoften,alter2_gender,alter2_age,alter2_class,alter2_home,alter2_howclose,alter2_howoften,alter3_gender,alter3_age,alter3_class,alter3_home,alter3_howclose,alter3_howoften,alter4_gender,alter4_age,alter4_class,alter4_home,alter4_howclose,alter4_howoften,alter5_gender,alter5_age,alter5_class,alter5_home,alter5_howclose,alter5_howoften
3,2021-09-01,10:30:00,Female,21,Senior,LA Area,5,Female,21,Senior,Bay Area,Close friend,More than once a week,Female,19,Junior,Rest of California,Friend,More than once a week,Female,21,Senior,LA Area,Close friend,Once a week,Male,19,Junior,LA Area,Close friend,More than once a week,Female,41,Other,LA Area,Close friend,More than once a week
3,2021-09-03,14:49:00,Female,18,Sophomore,Bay Area,5,Female,50,Other,Rest of United States,Close friend,More than once a week,Male,56,Other,Rest of United States,Close friend,More than once a week,Female,18,Freshman,Bay Area,Close friend,More than once a week,Female,69,Other,NA,Close friend,Once a week,Other,28,Junior,Rest of United States,Close friend,More than once a week
3,2021-09-03,14:05:00,Female,20,Junior,LA Area,5,Male,21,Junior,LA Area,Close friend,More than once a week,Female,21,Sophomore,LA Area,Close friend,More than once a week,Male,21,Junior,LA Area,Close friend,More than once a week,Female,19,Sophomore,LA Area,Close friend,More than once a week,Female,21,Junior,LA Area,Close friend,More than once a week
1,2021-08-31,09:02:00,Male,31,Other,Rest of United States,4,Female,30,Other,Bay Area,Close friend,More than once a week,Female,32,Other,Rest of California,Friend,Once a month,Female,63,Other,Rest of United States,Friend,Once a week,Female,29,Other,Rest of United States,Friend,Once a month,NA,NA,NA,NA,NA,NA
2,2021-08-31,09:28:00,Male,22,Other,Bay Area,5,Female,55,Other,Rest of United States,Close friend,More than once a week,Male,56,Other,Rest of United States,Close friend,More than once a week,Female,21,Senior,Rest of United States,Close friend,More than once a week,Male,21,Senior,Rest of United States,Close friend,More than once a week,Male,21,Senior,Bay Area,Close friend,Once a month
3,2021-09-02,20:32:00,Female,21,Senior,Rest of United States,5,Female,21,Senior,Rest of United States,Close friend,More than once a week,Female,21,Senior,Rest of United States,Close friend,More than once a week,Male,21,Senior,Bay Area,Close friend,Once a week,Female,21,Senior,Rest of United States,Close friend,Once a month,Female,21,Senior,Rest of United States,Close friend,Once a month
1,2021-08-31,09:05:00,Male,21,Senior,Rest of California,5,Female,18,Sophomore,Rest of California,Close friend,More than once a week,Male,21,Senior,LA Area,Close friend,More than once a week,Male,21,Senior,Rest of World,Close friend,More than once a week,Male,21,Senior,Rest of World,Close friend,More than once a week,Female,22,Other,Rest of World,Close friend,Once a week
2,2021-08-31,09:15:00,Female,20,Senior,Rest of World,5,Female,21,Senior,Rest of World,Close friend,More than once a week,Female,21,Senior,Rest of World,Close friend,More than once a week,Male,20,Junior,Rest of World,Close friend,More than once a week,Female,21,Senior,Rest of World,Close friend,More than once a week,Male,21,Senior,Rest of World,Close friend,More than once a week
1,2021-08-31,09:05:00,Male,21,Senior,Rest of California,5,Female,18,Sophomore,Rest of California,Close friend,More than once a week,Male,21,Senior,LA Area,Close friend,More than once a week,Male,21,Senior,Rest of World,Close friend,More than once a week,Male,21,Senior,Rest of World,Close friend,More than once a week,Female,22,Other,Rest of United States,Close friend,Once a week
2,2021-09-03,16:10:00,Female,20,Senior,LA Area,4,Female,50,Other,Rest of World,Close friend,More than once a week,Female,17,Senior,Rest of World,Friend,More than once a week,Female,26,Other,Rest of World,Friend,Once a week,Male,40,Other,Bay Area,Friend,Once a week,NA,NA,NA,NA,NA,NA
2,2021-08-31,10:34:00,Male,22,Senior,Bay Area,5,Female,19,Sophomore,Bay Area,Close friend,Once a month,Female,20,Freshman,Bay Area,Close friend,Once a week,Male,21,Senior,Rest of California,Close friend,More than once a week,Male,22,Senior,Bay Area,Close friend,More than once a week,Male,21,Senior,Bay Area,Close friend,More than once a week
3,2021-09-03,17:26:00,Female,20,Junior,Rest of World,5,Male,21,Junior,Rest of World,Close friend,More than once a week,Male,25,Other,Rest of World,Close friend,More than once a week,Female,22,Other,Rest of World,Close friend,More than once a week,Female,20,Junior,Rest of World,Close friend,More than once a week,Female,20,Junior,Bay Area,Close friend,More than once a week
1,2021-08-31,09:05:00,Female,21,Senior,Rest of United States,5,Female,58,Other,Rest of United States,Close friend,More than once a week,Male,58,Other,Rest of United States,Close friend,More than once a week,Male,26,Other,Rest of United States,Close friend,More than once a week,Female,21,Senior,LA Area,Close friend,More than once a week,Female,21,Senior,Rest of United States,Close friend,More than once a week
2,2021-09-02,07:32:00,Female,22,Senior,Rest of World,3,Female,23,Other,Rest of California,Close friend,Once a month,Female,19,Other,Rest of World,Close friend,More than once a week,Male,24,Senior,Rest of World,Close friend,More than once a week,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2021-09-03,16:15:00,Female,17,Junior,Rest of World,4,Male,48,Other,Rest of World,Close friend,More than once a week,Female,40,Other,Rest of United States,Friend,More than once a week,Female,20,Senior,LA Area,Friend,More than once a week,Female,15,Other,Rest of California,Friend,More than once a week,NA,NA,NA,NA,NA,NA
3,2021-09-03,11:00:00,Male,21,Senior,Rest of World,4,Male,21,Senior,Rest of World,Close friend,Once a week,Female,23,Senior,Rest of World,Close friend,Once a week,Female,21,Junior,Rest of World,Friend,Once a month,Male,24,Senior,Rest of World,Friend,Once a week,NA,NA,NA,NA,NA,NA
1,2021-08-31,21:03:00,Female,21,Senior,LA Area,5,Female,52,Other,LA Area,Close friend,More than once a week,Male,57,Other,LA Area,Close friend,More than once a week,Female,21,Senior,LA Area,Close friend,More than once a week,Female,21,Senior,LA Area,Close friend,More than once a week,Female,16,Other,LA Area,Close friend,More than once a week
2,2021-09-03,12:35:00,Male,20,Junior,Rest of California,5,Female,48,Other,Rest of World,Close friend,More than once a week,Male,20,Junior,Bay Area,Close friend,More than once a week,Male,20,Junior,Bay Area,Close friend,More than once a week,Female,20,Junior,Bay Area,Friend,More than once a week,Male,20,Junior,Rest of California,Close friend,More than once a week
3,2021-09-03,17:32:00,Male,20,Junior,LA Area,5,Female,48,Other,Rest of World,Close friend,More than once a week,Male,52,Other,Rest of World,Close friend,More than once a week,Female,20,Junior,Rest of California,Close friend,More than once a week,Female,20,NA,Rest of California,Close friend,More than once a week,Male,20,Junior,Rest of United States,Friend,Once a week
1,2021-09-03,17:02:00,Male,20,Senior,Bay Area,2,Male,44,Other,Rest of World,Close friend,Once a week,Female,42,Other,Rest of World,Close friend,Once a week,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2021-09-03,17:06:00,Male,23,Other,Rest of United States,5,Male,33,Other,LA Area,Acquaintance,Once a week,Female,35,Other,Rest of United States,Acquaintance,Once a month,Male,23,Other,Rest of United States,Close friend,More than once a week,Male,22,Other,Rest of United States,Close friend,More than once a week,Male,23,Other,Rest of United States,Close friend,More than once a week
1,2021-08-31,09:02:00,Female,21,Junior,LA Area,5,Female,21,Junior,LA Area,Close friend,More than once a week,Male,20,Junior,LA Area,Close friend,Once a week,Female,20,Junior,LA Area,Close friend,More than once a week,Male,19,Freshman,LA Area,Friend,Once a week,Female,21,Junior,LA Area,Close friend,Once a month
3,2021-09-03,17:16:00,Male,23,Senior,Bay Area,3,Male,56,Other,Rest of United States,Close friend,More than once a week,Female,54,Other,Rest of California,Close friend,More than once a week,Female,21,Junior,Bay Area,Close friend,More than once a week,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2021-09-22,18:22:00,Female,19,Sophomore,Bay Area,1,Male,18,Sophomore,Bay Area,Close friend,More than once a week,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2021-09-03,18:25:00,Male,19,Sophomore,LA Area,1,Male,19,Sophomore,LA Area,Close friend,More than once a week,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2021-09-01,20:03:00,Male,23,Senior,Rest of United States,3,Female,83,Other,Rest of World,Close friend,More than once a week,Male,54,Other,Rest of United States,Close friend,Once a week,Male,24,Senior,Rest of California,Acquaintance,Rarely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2021-08-31,09:02:00,Male,21,Senior,LA Area,5,Female,52,Other,Bay Area,Close friend,Once a week,Female,21,Senior,LA Area,Close friend,Once a week,Male,21,Senior,LA Area,Close friend,More than once a week,Female,21,Senior,Rest of United States,Close friend,More than once a week,Male,21,Senior,LA Area,Friend,More than once a week
2,2021-08-31,09:36:00,Male,23,Senior,Bay Area,3,Female,67,Other,Bay Area,Close friend,More than once a week,Male,25,Other,Bay Area,Close friend,More than once a week,Male,43,Senior,Bay Area,Close friend,More than once a week,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2021-09-01,18:02:00,Male,23,Senior,LA Area,5,Female,30,Other,Bay Area,Acquaintance,Once a month,Female,59,Other,LA Area,Close friend,More than once a week,Male,29,Other,LA Area,Close friend,More than once a week,Male,30,Other,LA Area,Acquaintance,Once a month,Male,23,Other,LA Area,Friend,More than once a week
1,2021-08-31,09:30:00,Male,22,Senior,Rest of World,5,Female,20,Sophomore,Rest of World,Close friend,Once a week,Male,20,Junior,Rest of World,Close friend,More than once a week,Female,20,Freshman,Rest of World,Friend,Once a month,Male,22,Junior,Rest of World,Friend,More than once a week,Male,23,Senior,Rest of World,Friend,Once a week
2,2021-09-02,10:00:00,Female,22,Other,Bay Area,5,Male,21,Senior,LA Area,Friend,Once a month,Female,22,Other,Rest of United States,Friend,More than once a week,Female,54,Other,Bay Area,Acquaintance,More than once a week,Female,22,Other,Bay Area,Friend,Once a week,Female,21,Senior,LA Area,Friend,More than once a week
3,2021-09-03,11:00:00,Male,21,Senior,LA Area,5,Female,26,Other,LA Area,Friend,Rarely,Female,21,Senior,Rest of California,Friend,Once a month,Female,20,Senior,Rest of California,Close friend,More than once a week,Female,21,Senior,LA Area,Acquaintance,Rarely,Male,46,Other,Rest of World,Acquaintance,More than once a week
1,2021-09-02,15:18:00,Female,20,Junior,LA Area,6+,Male,20,Junior,Rest of United States,Friend,More than once a week,Female,20,Junior,Rest of California,Friend,More than once a week,Male,22,Other,LA Area,Close friend,More than once a week,Male,20,Junior,Rest of California,Close friend,Once a week,Female,21,Senior,LA Area,Close friend,Once a week
2,2021-09-02,18:00:00,Male,22,Senior,Rest of World,6+,Female,49,Other,Rest of World,Close friend,Once a week,Male,24,Senior,Rest of United States,Friend,Rarely,Male,30,Other,Rest of World,Close friend,Rarely,Female,24,Senior,Rest of World,Friend,Rarely,Male,24,Senior,Rest of World,Friend,Rarely
2,2021-09-03,14:12:00,Male,20,Junior,Rest of United States,5,Male,20,Junior,Rest of California,Close friend,More than once a week,Male,20,Junior,Rest of United States,Close friend,More than once a week,Female,19,Sophomore,Rest of United States,Close friend,Once a year,Female,21,Senior,Rest of California,Close friend,Once a month,Female,20,Junior,Bay Area,Close friend,More than once a week
3,2021-09-03,17:30:00,Male,20,Junior,Rest of California,5,Female,46,Other,Rest of California,Close friend,Once a week,Female,20,Junior,LA Area,Friend,More than once a week,Male,20,Junior,Bay Area,Friend,More than once a week,Female,20,Junior,LA Area,Friend,More than once a week,Male,20,Junior,Rest of United States,Friend,More than once a week
3,2021-09-02,18:20:00,Male,24,Senior,Bay Area,5,Male,24,Senior,Rest of World,Friend,Once a year,Male,24,Senior,Rest of California,Friend,Rarely,Male,24,Senior,Rest of United States,Friend,Rarely,Female,24,Other,Rest of World,Acquaintance,Rarely,Female,24,Other,Rest of World,Acquaintance,Rarely
1,2021-08-31,09:11:00,Male,21,Senior,LA Area,3,Female,20,Sophomore,LA Area,Close friend,More than once a week,Male,20,Senior,LA Area,Close friend,More than once a week,Male,21,Senior,Rest of United States,Close friend,Once a week,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2021-09-03,07:02:00,Male,20,Junior,Rest of World,3,Female,55,Other,Rest of World,Close friend,More than once a week,Female,19,Sophomore,Rest of World,Close friend,More than once a week,Male,22,Senior,Rest of World,Close friend,More than once a week,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2021-09-03,07:12:00,Male,21,Junior,Rest of World,2,Male,20,Junior,Rest of World,Close friend,More than once a week,Male,22,Senior,Rest of World,Close friend,More than once a week,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2021-08-31,09:09:00,Female,19,Sophomore,Rest of California,5,Male,19,Sophomore,Rest of California,Close friend,More than once a week,Female,15,Other,Rest of California,Close friend,More than once a week,Female,20,Junior,Rest of United States,Acquaintance,Once a month,Male,19,Sophomore,Rest of California,Friend,Once a month,Female,20,Junior,Rest of California,Friend,Once a year
2,2021-09-01,14:25:00,Male,22,Senior,LA Area,5,Female,24,Other,LA Area,Close friend,Once a week,Male,19,Sophomore,Rest of California,Friend,Once a month,Female,21,Senior,Bay Area,Friend,Once a week,Female,23,Senior,LA Area,Friend,More than once a week,Female,22,Other,Rest of California,Close friend,Once a week
3,2021-09-03,15:50:00,Female,23,Senior,LA Area,5,Male,19,Other,LA Area,Close friend,Once a week,Female,40,Other,LA Area,Close friend,More than once a week,Male,24,Senior,Rest of California,Friend,More than once a week,Female,28,Other,LA Area,Close friend,Once a month,Female,24,Other,Rest of California,Acquaintance,Once a year
